a simulated random data file for batch processing
# timestamp2022-04-05 14:11:13
RCS
#--------------------------

"var_x","var_y"
0.0982873111497611,NA
NA,0.270036276662722
0.192870447877795,0.0321712680160999
0.787607910810038,0.732936057727784
0.17895836266689,0.393450252711773
0.906521612545475,0.503320061368868
NA,0.965102852787822
0.766672774916515,NA
0.905457086861134,0.627034470206127
0.524432261940092,0.723402751842514
0.67889624577947,0.146497484529391
0.719474675599486,0.52649173559621
0.266716640908271,0.336597962770611
0.331831541610882,NA
0.697624298743904,0.212674380047247
NA,0.962113939225674
0.256133174989372,0.101624215487391
0.333132556406781,0.268617474474013
0.415777502581477,0.514628173783422
0.831834733486176,0.545811572577804
