a simulated random data file for batch processing
# timestamp2022-04-05 14:11:10
RCS
#--------------------------

"var_x","var_y"
0.0715798665769398,0.506914421916008
NA,0.297544591594487
0.366984035586938,0.473600582452491
0.194478023098782,0.149575478862971
0.121494414051995,0.85541569837369
0.969141015550122,0.671905366005376
0.616694226861,0.194028638536111
NA,0.514162787236273
0.844894096953794,0.513646148843691
0.475492890924215,0.870636887149885
0.513510853750631,0.99385470803827
0.707493198802695,0.714737754547969
0.288223853567615,0.191320006037131
0.480213096830994,0.931328434962779
0.202539714751765,0.225828198483214
0.135158848715946,0.647113549988717
0.665864949114621,0.80626091407612
0.532206826843321,0.127714606234804
0.168803579639643,0.602733765495941
0.497901516035199,0.471667445264757
0.28146230080165,0.559547912329435
0.174065762432292,NA
NA,0.194426143774763
0.961020273622125,0.00985975726507604
0.616911072283983,0.622603510739282
0.675890819402412,0.641668385127559
0.808388918638229,NA
0.996595264878124,0.0631615854799747
0.206777195679024,0.954333265312016
0.497262801742181,0.329964997014031
0.175800041761249,0.310223784297705
0.582545998273417,0.146616740617901
0.061696958495304,0.481255514314398
0.581797708524391,0.70288255950436
0.407897643977776,0.103929638164118
0.636879644356668,0.82064073625952
0.427028526319191,0.0782797052524984
0.111702581867576,0.898779533104971
0.199565696995705,0.460882562212646
0.965151441982016,0.423182111000642
0.162956738844514,0.0443870341405272
0.587182673159987,0.580700001679361
0.158420481253415,0.760610161814839
0.522327540442348,0.662128030555323
0.754575147293508,0.480797886382788
0.998398311901838,0.0629380103200674
0.616958798607811,0.500746432924643
0.87421248620376,0.415162629215047
0.204147058771923,0.848150305915624
0.87942080013454,0.161097049713135
0.463041908107698,0.851855044951662
0.575856492388994,0.209045260911807
0.801398860057816,0.916607194347307
0.668193449266255,NA
0.0571094506885856,0.364477389957756
0.0915966785978526,0.553650773363188
0.198819135082886,0.359312083572149
0.0599315755534917,0.355970371281728
0.903558218386024,0.773203327087685
0.2804079153575,0.156772470800206
0.255439320579171,NA
0.0231607463210821,0.388252697885036
0.670369007391855,0.394759417511523
0.646985344588757,0.753494575852528
0.16756898118183,0.0655898861587048
NA,0.659650933928788
