a simulated random data file for batch processing
# timestamp2022-04-05 14:11:14
RCS
#--------------------------

"var_x","var_y"
0.829523515189067,0.586442548315972
0.570109982043505,0.996856698999181
0.375708341132849,0.849629832897335
0.792625554138795,0.485310822259635
0.0437059756368399,0.800400894368067
0.575108587974682,0.402921816101298
0.454364763339981,0.626017373986542
0.981887669302523,0.336761062964797
0.380234732525423,0.106486381497234
0.358399057760835,0.49135320703499
NA,0.612579772248864
NA,0.440308166434988
0.542644726345316,0.680008793016896
0.437539486214519,0.985816412372515
0.0861867531202734,0.079532022587955
0.202884432626888,0.945551043143496
0.95466580032371,0.491911933757365
0.6203798269853,0.146728288847953
0.465477481018752,0.853807289851829
0.202935704262927,0.216290093958378
0.970416750293225,0.749183255946264
0.543270737631246,0.771328476490453
0.572040085913613,0.765263858716935
0.272402283735573,0.0690562292002141
0.216235685627908,0.0318982054013759
0.0990713476203382,0.898725937120616
0.261071952059865,0.169033730635419
0.540908231167123,NA
0.321786996209994,0.220982176950201
0.933138419874012,0.739153493195772
0.00468197045847774,0.466402187710628
0.970728456042707,0.725901202298701
0.318284330423921,NA
0.25321686710231,0.364135147072375
0.467594793299213,0.438054503407329
0.880100734997541,NA
0.359395565697923,0.155449587153271
0.789857931667939,0.620508220046759
0.280750408768654,0.332739220233634
0.958645725855604,0.921623283298686
0.0727178971283138,0.292401653947309
0.630186815978959,0.6583409414161
NA,0.952374792657793
0.724084748420864,0.428305673645809
0.645534639712423,0.94643191085197
0.999000592157245,0.0759988583158702
0.64180664671585,0.410231089452282
0.961287370184436,0.189120857976377
0.572758205235004,0.896446630125865
0.34721268247813,0.534325870685279
0.693074359092861,0.105578351067379
0.0284227377269417,0.0551625124644488
0.166708557633683,0.832341464003548
0.197371711255983,0.863739505875856
0.163810762343928,0.836336357519031
0.662258728640154,0.734773294068873
0.170431771315634,0.418315225746483
0.703330507269129,0.943927261745557
0.413183968048543,0.919057300081477
