a simulated random data file for batch processing
# timestamp2022-04-05 14:11:19
RCS
#--------------------------

"var_x","var_y"
0.0956611193250865,0.695810146862641
0.47589472681284,0.792652440723032
0.591374957701191,0.644474333617836
0.524938110029325,0.446528261527419
0.894362076185644,0.602519596926868
0.238270997302607,0.805056033656001
0.381489936029539,0.764539064373821
0.944575499277562,0.00928722484968603
0.414736598730087,NA
0.662951455917209,0.480884126853198
0.392161180730909,0.265370761742815
0.879495631204918,0.930922225583345
0.341839661821723,0.817826749756932
NA,0.725666717626154
0.545145037816837,0.381889223353937
0.560329498723149,0.366293163271621
0.934267035219818,0.601298076799139
0.0858463896438479,0.225426113465801
0.427761810598895,0.85776151320897
0.193265203852206,0.858898976817727
0.540926326764748,0.678600394399837
0.200636584078893,0.579722072929144
0.842351951403543,0.496123932767659
0.0555807307828218,0.741123348940164
0.94112801598385,0.949673125287518
0.945148247294128,0.754843157948926
0.144368843641132,0.35826378618367
0.0696306123863906,0.442846924299374
0.269770170329139,0.978452487383038
0.469018722884357,0.00342395878396928
0.823118331842124,0.746046215295792
0.0580751528032124,0.330757538089529
0.782271136762574,0.749479457736015
0.249732728581876,0.227788783377036
0.688851678278297,0.0510254686232656
0.910626576514915,0.706025613471866
0.762513821711764,0.754933301825076
0.778460514266044,0.868222398683429
0.706398415379226,0.566263561369851
0.388013815507293,0.114614394493401
0.64658552990295,0.0538812344893813
0.772214343771338,0.587272606790066
0.349639540305361,0.993963136337698
0.0839050891809165,0.875067069893703
0.495076830731705,0.381238307571039
0.312904642894864,0.444421647349373
NA,0.153347785584629
0.575628103222698,0.569363809889182
0.425676570739597,0.747584029100835
0.413472954416648,0.720782399410382
0.716365535510704,0.658142843982205
0.643750661751255,0.967881312128156
0.468261869391426,0.677788857836276
0.257553975330666,0.861273549031466
0.0782841129694134,0.448535946663469
0.191671646665782,0.480681181885302
0.0154531619045883,NA
0.363843257306144,0.791554318973795
0.697613274911419,0.147446896648034
0.000352624803781509,0.0860335694160312
0.757514375960454,0.808141855988652
0.704934796085581,0.354641052894294
0.694576710695401,0.165494920220226
0.856630401918665,0.611714131431654
0.722183204255998,0.59970050631091
0.232081205816939,0.426688631996512
0.394229199038818,0.605201745405793
0.890326846856624,0.804349357727915
0.740493004908785,0.235784657532349
0.951991637470201,0.236538850702345
0.338338382309303,0.681079060537741
0.416332355700433,0.35519253090024
0.518126156413928,0.914980199653655
0.203428014181554,0.154935684520751
0.983897513477132,0.794582843314856
0.483737654285505,0.220381173770875
0.488869695458561,0.339849648997188
0.00987730408087373,0.242380206473172
0.342860149918124,0.65895614027977
0.812146163079888,0.712532405275851
0.283409807598218,0.577045795274898
0.658639393979684,0.943729149876162
0.118585324147716,NA
0.451186656253412,0.259715398773551
0.261119319824502,0.259059050353244
0.976040515583009,0.275549549143761
NA,0.675804407801479
0.990614133654162,0.973125892225653
0.734236133052036,0.656575690023601
0.496556877158582,0.845255438238382
0.543116908287629,0.795730460667983
0.430389082292095,0.0207947930321097
0.976181991165504,0.460913216229528
0.487204804783687,0.922427155310288
0.470525784650818,0.146343099419028
0.253958818735555,0.749266403494403
