a simulated random data file for batch processing
# timestamp2022-04-05 14:11:10
RCS
#--------------------------

"var_x","var_y"
0.0276022299658507,0.330925895133987
0.990908135659993,0.135420982027426
0.638611899223179,0.292570911813527
0.366425678133965,0.570649296743795
0.678609347436577,0.0972506806720048
0.599179646465927,0.00114892027340829
0.509075600421056,0.450698031345382
0.442331438185647,0.848617199808359
0.332519412273541,0.110983688617125
0.823168304981664,0.157382621895522
0.652100440114737,0.819073274731636
0.137000834336504,0.269363821484149
0.0992269716225564,0.962535169441253
0.638322128448635,0.592822022503242
0.506453896872699,0.039534512674436
0.79429583158344,0.819552049040794
NA,0.178042033454403
0.973978025838733,0.00350191560573876
0.32526734075509,0.570339426863939
0.935127372853458,0.367064158897847
0.815919900080189,0.393481539795175
0.139984433306381,0.856578189879656
NA,0.808037227485329
0.74812383740209,0.713021164527163
0.736303965095431,0.313900049077347
0.816273843403906,0.465115375816822
0.354340939084068,0.764260151423514
0.593708695610985,0.436443018261343
0.0837451869156212,0.79589809011668
0.251857402501628,0.679795559495687
0.164972780738026,0.731465476797894
0.828854927327484,0.429539526347071
0.126126158749685,0.727503971662372
0.302915514213964,0.163156166905537
NA,0.838566715829074
0.65764578524977,0.922906432766467
0.112401314079762,0.215258426498622
0.7145711844787,0.944191359914839
0.107797811040655,0.93397092516534
0.0641301197465509,0.317349348915741
0.798850848805159,0.699525623349473
0.85277299862355,0.950628884602338
0.171818207018077,0.388724396470934
0.776452196761966,0.347054963931441
0.77584662893787,0.682927176356316
0.0319714653305709,0.51436042971909
0.258989414433017,0.377302422653884
0.905727273784578,0.75265826494433
0.859506547451019,0.743188962107524
0.549829086754471,NA
0.436200174735859,0.0563038471154869
0.918007596163079,0.151219171704724
0.896242978284135,0.930319753941149
0.587169317761436,0.657148413360119
0.0279345153830945,0.595438302028924
0.949934100965038,0.0340142690110952
0.325717901578173,0.0841652182862163
0.791388114914298,0.772494471399114
0.0858406838960946,0.0600729940924793
0.123762921895832,0.670057762181386
0.196489814901724,NA
0.839927353430539,0.746842390391976
0.0960485162213445,0.0226007632445544
0.302149855531752,0.430693076457828
NA,0.303337751422077
0.242596187163144,0.101123539032415
0.967590024229139,0.633885655319318
0.305304544046521,0.13085717195645
0.970131773734465,NA
0.256296932697296,0.951272614765912
0.782529055140913,NA
NA,0.317506293766201
0.815380033105612,0.770707240328193
0.776984647847712,0.339984505670145
0.524434142047539,NA
0.907844002358615,0.324721740093082
0.490870327455923,0.0218502471689135
0.329808205831796,0.595202331664041
0.774143885122612,0.79496794892475
