a simulated random data file for batch processing
# timestamp2022-04-05 14:11:18
RCS
#--------------------------

"var_x","var_y"
0.821328214602545,0.852761992486194
0.281853570370004,0.273891152115539
0.244734624400735,0.50577776459977
0.991166369523853,0.650686816312373
0.810886058490723,0.894460998708382
0.413425205973908,0.385024210205302
0.913057945668697,0.25457171886228
0.549218639498577,0.572486186632887
0.481793586164713,0.920080799842253
0.298060664208606,NA
0.0906757339835167,0.121116299880669
0.567634671926498,0.5335052695591
0.32134431716986,0.00258719176054001
0.92455317475833,0.422208432806656
0.391355228144675,0.304457176709548
0.989398497389629,0.529036460677162
0.646521464688703,0.120392774231732
0.357460571918637,0.743591658538207
0.314341409131885,0.774073550710455
NA,0.666739454725757
NA,0.515914709074423
0.313455246156082,0.350911462912336
0.711465315660462,0.271406561834738
NA,0.731022423133254
0.555798187386245,0.414222880266607
0.443427161080763,0.0688792294822633
0.675495744217187,0.125839457847178
0.380098936613649,0.60649030120112
0.771096523152664,0.243544248631224
0.0554607319645584,NA
0.222956037148833,NA
0.865326473256573,0.0255626945290715
0.588324735872447,0.0777331343851984
0.856549325631931,0.687591882422566
0.019380820915103,0.474670299096033
0.560924985678867,0.467183848377317
0.649155399762094,0.839262132067233
0.374196858378127,0.991288508987054
0.652301359921694,NA
0.0701980856247246,0.441388238454238
0.366678208345547,0.870901058893651
0.163404629332945,0.918085807701573
0.245019438210875,0.00878639123402536
0.633802905678749,0.554098772350699
0.924031324917451,0.957642905181274
NA,0.529165130574256
0.0221170922741294,0.081899983342737
0.413545277668163,0.636755652492866
NA,0.422801512293518
0.931106896139681,0.191839332692325
0.593291777884588,0.533302915049717
0.841470318613574,NA
0.16243875445798,0.2375162395183
0.374430719763041,0.241298493230715
NA,0.754091133596376
0.111046188045293,0.149469647090882
0.50465299654752,0.607305121375248
0.465363012626767,0.674051068490371
0.677554292371497,0.543591849738732
0.852146682096645,0.357910915045068
0.964570068288594,0.945033493451774
0.435518228914589,0.425051280064508
0.937902274541557,0.603078478481621
0.682458551367745,NA
